AGE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,GENDER_male,RACE_minority,VEHICLE_TYPE_sports car,OUTCOME,RISK_SCORE,RISK_CATEGORY
0,0,0,0,0.5250327586154788,1.0,1,0.0,0.0,13000.0,0,0,0,False,False,False,1.0,0.5605745306814612,Medium Risk
2,2,2,2,0.5519738040203223,1.0,1,1.0,1.0,10000.0,5,2,0,False,False,False,0.0,0.042517309977471794,Low Risk
2,2,2,2,0.4060539270944432,0.0,0,0.0,1.0,12000.0,5,2,5,True,False,False,0.0,0.06738566418328422,Low Risk
2,2,0,2,0.7765591455706297,1.0,1,0.0,1.0,13000.0,3,0,0,False,False,False,0.0,0.03971126672546197,Low Risk
1,1,2,2,0.5416548065025522,1.0,0,1.0,1.0,13000.0,3,0,2,True,False,False,0.0,0.07484703386694033,Low Risk
3,1,2,2,0.6160017518360315,1.0,0,0.0,1.0,9000.0,0,0,0,False,False,False,0.0,0.06621386989463639,Low Risk
0,0,0,3,0.5250327586154788,0.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.9604674392054207,High Risk
1,0,1,3,0.235102472341894,1.0,1,0.0,1.0,13000.0,0,0,0,True,False,False,1.0,0.6465141708608023,High Risk
1,1,2,2,0.6299704413933573,1.0,0,1.0,1.0,11000.0,1,1,2,True,False,False,0.0,0.020839197858730764,Low Risk
1,1,0,3,0.5682701951385463,1.0,1,0.0,0.0,12000.0,2,0,0,False,False,False,0.0,0.14928805038142037,Low Risk
1,1,1,1,0.1436568483193364,0.0,1,0.0,0.0,17000.0,1,0,1,True,False,False,0.0,0.6427168113560608,High Risk
1,1,1,1,0.5250327586154788,0.0,1,0.0,1.0,16000.0,3,0,1,True,True,False,0.0,0.5850134809314769,Medium Risk
1,1,0,3,0.5250327586154788,1.0,1,0.0,1.0,13000.0,0,0,2,False,False,False,0.0,0.06996045705299934,Low Risk
1,1,0,3,0.4702667725463446,1.0,1,0.0,1.0,8000.0,1,0,0,False,False,False,0.0,0.11630731693440849,Low Risk
1,1,0,3,0.534190231206679,1.0,1,0.0,1.0,10000.0,0,1,1,False,False,False,0.0,0.09177545406326504,Low Risk
1,0,2,3,0.4478258160136167,1.0,1,0.0,0.0,17000.0,0,0,0,False,False,False,1.0,0.6541420158588419,High Risk
2,2,2,2,0.5823393212062394,0.0,0,0.0,1.0,12000.0,7,1,1,True,False,False,0.0,0.06941986072692714,Low Risk
2,2,1,3,0.3392888504833096,0.0,1,0.0,1.0,12000.0,4,0,5,True,False,False,0.0,0.2018789982254146,Low Risk
0,0,1,1,0.2502651952740446,0.0,1,1.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.9177789818751626,High Risk
1,1,0,0,0.5398349390130314,1.0,1,1.0,1.0,9000.0,1,0,0,False,False,False,0.0,0.0630680809181189,Low Risk
0,0,2,3,0.2060128507324556,1.0,1,0.0,1.0,11000.0,0,0,0,True,False,False,0.0,0.673181793017684,High Risk
1,1,1,3,0.5250327586154788,1.0,1,0.0,1.0,11000.0,0,0,0,False,False,False,0.0,0.09997017733606116,Low Risk
3,3,2,2,0.6360928203941096,1.0,0,1.0,0.0,17000.0,3,2,3,True,False,False,0.0,0.053253740992420216,Low Risk
2,2,2,0,0.5943257055284643,1.0,1,1.0,0.0,10000.0,3,1,1,False,False,True,0.0,0.03181682766053929,Low Risk
1,0,2,0,0.4771355471466757,1.0,0,0.0,0.0,16000.0,0,0,0,False,False,False,0.0,0.17216293149644785,Low Risk
0,0,2,0,0.5799325036909065,1.0,1,0.0,0.0,13000.0,0,0,0,False,False,False,1.0,0.5951103806514216,Medium Risk
1,0,0,0,0.5250327586154788,1.0,1,0.0,1.0,9000.0,0,0,0,True,False,False,1.0,0.7348634583576295,High Risk
2,2,2,2,0.6640650143948857,1.0,0,1.0,1.0,11000.0,0,1,1,True,False,False,0.0,0.051451790625249086,Low Risk
1,1,1,3,0.3978853338946178,0.0,1,0.0,0.0,13000.0,2,1,0,True,False,True,1.0,0.6572969668826312,High Risk
1,1,0,3,0.5250327586154788,0.0,0,0.0,0.0,15000.0,1,0,0,False,True,False,0.0,0.21564649356079574,Low Risk
1,1,0,3,0.2799021951439587,1.0,1,1.0,1.0,12000.0,1,0,0,True,False,False,0.0,0.26530156259483156,Low Risk
2,2,2,2,0.6150016644670072,1.0,0,1.0,1.0,7000.0,4,1,2,True,False,False,0.0,0.03238082294764348,Low Risk
1,0,0,2,0.5250327586154788,0.0,1,1.0,1.0,8000.0,0,0,0,False,False,False,0.0,0.6226018314372519,High Risk
3,3,2,2,0.7286601324813126,1.0,0,1.0,1.0,9000.0,4,3,4,True,False,False,0.0,0.013131678311783999,Low Risk
1,1,0,1,0.3373971578506312,0.0,0,0.0,0.0,17000.0,1,0,2,True,False,False,0.0,0.29022244738973363,Low Risk
1,1,2,0,0.4373732557265739,0.0,0,1.0,0.0,14000.0,2,0,2,True,False,False,0.0,0.3252846843495405,Medium Risk
3,3,0,2,0.5530831213013543,1.0,1,1.0,1.0,10000.0,1,0,10,True,False,False,0.0,0.00969239935140206,Low Risk
0,0,0,1,0.2493628096799179,0.0,1,0.0,0.0,16000.0,0,0,0,False,False,False,0.0,0.8572598040092488,High Risk
2,1,0,2,0.6454122358942709,1.0,1,0.0,1.0,15000.0,1,1,2,True,False,False,0.0,0.13885323677649444,Low Risk
2,0,2,2,0.6381265840341901,1.0,0,1.0,1.0,11000.0,0,0,0,False,False,False,0.0,0.06287534290488658,Low Risk
1,1,1,0,0.5929634848648806,1.0,1,0.0,0.0,11000.0,0,0,0,True,False,False,0.0,0.22589917572850304,Low Risk
0,0,1,1,0.3820993731596885,1.0,1,0.0,0.0,14000.0,0,0,0,False,False,False,0.0,0.5937029717483957,Medium Risk
3,3,2,2,0.7053100623823324,1.0,1,1.0,1.0,15000.0,6,0,1,False,False,False,0.0,0.0313130703813479,Low Risk
0,0,2,1,0.3680826213706068,0.0,1,0.0,0.0,15000.0,0,0,0,True,False,True,1.0,0.8830039212167429,High Risk
2,2,0,2,0.5598309463350708,1.0,0,1.0,1.0,7000.0,1,0,0,False,True,False,0.0,0.015716491137354318,Low Risk
2,0,0,2,0.6661184119269805,1.0,1,0.0,1.0,9000.0,0,0,0,False,True,False,1.0,0.4403939582759614,Medium Risk
1,0,2,0,0.4426275807536748,0.0,1,1.0,1.0,11000.0,0,0,0,True,False,False,1.0,0.8688363748468424,High Risk
2,2,0,0,0.5985570254244251,0.0,0,1.0,0.0,14000.0,4,1,4,True,False,False,0.0,0.1268693821732303,Low Risk
0,0,1,1,0.5135702694991496,0.0,1,0.0,0.0,9000.0,0,0,0,True,False,False,1.0,0.9435774895795226,High Risk
1,1,2,2,0.5761308490599617,1.0,0,0.0,1.0,15000.0,0,0,1,True,False,True,0.0,0.08169766172591882,Low Risk
3,1,0,2,0.7652083979591556,0.0,1,1.0,1.0,9000.0,2,0,1,False,False,False,0.0,0.35307364646408773,Medium Risk
0,0,0,3,0.3700495619279837,0.0,0,0.0,0.0,16000.0,0,0,0,True,False,False,1.0,0.8234969282827095,High Risk
2,1,0,2,0.6333926663072394,1.0,1,0.0,1.0,16000.0,1,0,0,False,False,False,1.0,0.18298217105639136,Low Risk
2,1,2,3,0.5250327586154788,0.0,0,0.0,1.0,11000.0,1,0,1,True,True,False,0.0,0.22629478199672504,Low Risk
1,0,1,3,0.5081461701497614,0.0,1,0.0,0.0,16000.0,0,0,0,False,False,False,1.0,0.9103504918592953,High Risk
3,3,0,2,0.5250327586154788,1.0,0,1.0,0.0,17000.0,2,1,9,True,False,False,0.0,0.06022806291979032,Low Risk
1,0,0,2,0.5612935460191896,1.0,0,0.0,1.0,13000.0,0,0,0,False,False,False,0.0,0.09643581517277458,Low Risk
2,2,2,2,0.5038362941626789,1.0,1,1.0,1.0,10000.0,2,1,3,True,False,True,0.0,0.04393965248589323,Low Risk
1,1,1,1,0.3837211757870024,0.0,1,0.0,1.0,14000.0,1,1,1,False,False,True,0.0,0.3689241949454464,Medium Risk
0,0,0,3,0.4294508663165374,0.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.964832868829228,High Risk
3,0,0,2,0.4871216304800666,0.0,1,1.0,1.0,7000.0,0,0,0,True,False,False,1.0,0.854644516382963,High Risk
1,1,0,0,0.5250861267141177,1.0,1,1.0,1.0,14000.0,1,0,0,False,False,False,0.0,0.1189459849225679,Low Risk
1,1,0,0,0.5436758162626819,1.0,1,1.0,1.0,13000.0,0,1,0,False,False,False,0.0,0.07924304983508738,Low Risk
1,0,0,3,0.4966346372552317,1.0,1,0.0,0.0,12000.0,0,0,0,False,False,False,0.0,0.5794692468566985,Medium Risk
0,0,1,1,0.3251507895065117,0.0,1,1.0,1.0,6000.0,0,0,0,True,False,False,1.0,0.94501447611404,High Risk
1,1,1,1,0.3800411829483707,0.0,1,0.0,1.0,10000.0,0,0,2,True,False,True,1.0,0.5822935067459857,Medium Risk
3,3,2,2,0.5054690258644754,1.0,0,1.0,1.0,8000.0,4,1,2,False,False,False,0.0,0.004337849233903882,Low Risk
3,3,2,2,0.6782370223364715,1.0,0,1.0,1.0,12000.0,2,0,7,False,False,False,0.0,0.006541302774274115,Low Risk
2,1,0,2,0.6173644827066088,1.0,1,0.0,0.0,13000.0,3,0,0,False,False,False,0.0,0.16406888470419667,Low Risk
2,2,0,0,0.5592778358153015,0.0,0,0.0,1.0,9000.0,5,1,1,True,False,False,0.0,0.04642249527678326,Low Risk
2,2,0,2,0.6389962247265721,1.0,0,0.0,1.0,8000.0,3,0,1,True,False,False,0.0,0.056513517775958526,Low Risk
2,1,2,2,0.7699371488819384,0.0,0,0.0,1.0,7000.0,2,0,1,False,False,False,1.0,0.11790726778287393,Low Risk
2,2,2,2,0.46994237748042,1.0,1,1.0,1.0,12000.0,2,0,6,False,False,False,0.0,0.0244516200767459,Low Risk
2,2,2,2,0.5250327586154788,1.0,0,1.0,1.0,8000.0,3,1,0,True,True,False,0.0,0.026479461670566872,Low Risk
0,0,2,3,0.4464761359856351,1.0,1,0.0,1.0,10000.0,0,0,0,False,False,False,0.0,0.43114891593959404,Medium Risk
1,1,0,0,0.5221769112250697,1.0,0,1.0,1.0,12000.0,0,0,0,True,False,False,0.0,0.09207717443797284,Low Risk
3,0,1,0,0.658222371703196,0.0,1,1.0,1.0,12000.0,0,0,0,True,False,True,1.0,0.681805778073764,High Risk
3,2,2,2,0.5250327586154788,1.0,1,1.0,1.0,12000.0,8,0,0,False,False,False,0.0,0.07146261440847647,Low Risk
1,1,1,1,0.250983078410022,1.0,1,0.0,0.0,13000.0,0,0,1,True,False,False,0.0,0.26294754193416714,Low Risk
2,0,1,0,0.5491989032257741,1.0,0,1.0,1.0,7000.0,0,0,0,True,False,False,0.0,0.2757399124710737,Low Risk
1,1,0,3,0.4294617799119659,0.0,1,0.0,0.0,16000.0,0,0,1,False,False,False,1.0,0.5403321306050225,Medium Risk
1,1,2,2,0.6369224099026874,1.0,0,1.0,0.0,10000.0,1,0,1,False,False,False,0.0,0.018843094191781443,Low Risk
0,0,0,1,0.2502084663246026,1.0,1,0.0,1.0,10000.0,0,0,0,False,False,False,0.0,0.5317179569400338,Medium Risk
2,2,0,2,0.5983665773949153,0.0,0,0.0,0.0,15000.0,3,0,0,False,False,False,0.0,0.10472685119554992,Low Risk
2,2,2,0,0.5305916910859646,1.0,1,0.0,1.0,16000.0,3,1,0,True,False,False,0.0,0.08521866499773352,Low Risk
0,0,0,0,0.5898682089570818,1.0,1,0.0,0.0,18000.0,0,0,0,False,False,False,0.0,0.44343408602883627,Medium Risk
1,1,1,1,0.3378251853625473,1.0,1,1.0,1.0,8000.0,3,0,0,False,False,False,0.0,0.12311581959035652,Low Risk
3,3,2,2,0.6542957139295364,1.0,1,1.0,1.0,10000.0,4,0,5,False,False,False,0.0,0.006765491221618747,Low Risk
0,0,2,0,0.522834109859868,1.0,1,0.0,1.0,11000.0,0,0,0,False,False,False,1.0,0.48332199629139644,Medium Risk
0,0,0,1,0.2330229015651575,0.0,1,0.0,0.0,15000.0,0,0,0,False,False,False,1.0,0.8392267588369875,High Risk
2,2,0,2,0.5281279666088714,1.0,0,1.0,1.0,11000.0,3,0,0,False,False,False,0.0,0.016621928918563768,Low Risk
1,0,2,0,0.4789172761106194,1.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,0.0,0.7454992713574119,High Risk
2,0,0,2,0.4994051200840842,1.0,0,1.0,1.0,8000.0,0,0,0,True,True,False,0.0,0.15844968875272714,Low Risk
2,2,0,3,0.5048383516331792,1.0,1,1.0,1.0,11000.0,2,0,0,False,False,False,0.0,0.04931216319649761,Low Risk
1,1,1,1,0.3191446331446736,0.0,1,0.0,1.0,9000.0,1,0,0,False,False,False,1.0,0.46729916873301425,Medium Risk
1,0,0,2,0.5250327586154788,0.0,0,1.0,1.0,11000.0,0,0,0,False,False,False,0.0,0.43000355325953143,Medium Risk
3,3,2,2,0.6213946273294794,0.0,0,1.0,1.0,9000.0,5,1,6,True,False,False,0.0,0.012752566867926751,Low Risk
1,1,2,0,0.747285655552212,0.0,0,0.0,0.0,17000.0,0,0,0,False,False,False,1.0,0.3380512923579577,Medium Risk
1,1,0,3,0.5736257505092719,1.0,1,1.0,1.0,9000.0,4,0,0,False,False,False,0.0,0.11605349329925031,Low Risk
1,1,2,2,0.5029447868604816,1.0,1,0.0,1.0,8000.0,2,0,1,False,False,True,0.0,0.13815549322817106,Low Risk
1,0,0,0,0.5723042659254788,1.0,0,0.0,1.0,14000.0,0,0,0,False,True,False,1.0,0.09848294319513651,Low Risk
2,2,2,2,0.4834974413683278,1.0,0,1.0,1.0,8000.0,1,1,1,False,False,False,0.0,0.019877679796514957,Low Risk
1,1,0,1,0.2697816217222613,1.0,1,0.0,1.0,11000.0,3,0,2,True,False,False,0.0,0.23087284892668652,Low Risk
1,1,0,3,0.6440329844790397,1.0,1,1.0,1.0,10000.0,0,0,1,False,False,False,0.0,0.04799714148868362,Low Risk
0,0,0,0,0.4031187478227301,1.0,1,0.0,1.0,13000.0,0,0,0,True,True,False,1.0,0.5798301075937364,Medium Risk
2,2,2,2,0.6539520896541305,1.0,1,1.0,1.0,7000.0,8,1,3,True,False,False,0.0,0.10747213798672352,Low Risk
2,2,2,2,0.5886053024756462,1.0,0,1.0,0.0,11000.0,2,0,3,False,True,False,0.0,0.015355132510613927,Low Risk
3,0,2,2,0.6327218261481451,1.0,1,1.0,1.0,7000.0,0,0,0,True,False,False,1.0,0.5777053076329116,Medium Risk
3,0,2,2,0.7266055391975765,1.0,1,0.0,1.0,13000.0,0,0,0,False,False,False,0.0,0.5140692986662003,Medium Risk
1,1,0,3,0.4708203950012678,1.0,1,0.0,1.0,9000.0,2,0,0,True,False,False,0.0,0.21300432836372898,Low Risk
0,0,0,3,0.2983405315294405,1.0,1,0.0,0.0,15000.0,0,0,0,False,False,False,1.0,0.5465830758824906,Medium Risk
0,0,0,1,0.3239704205767568,1.0,1,0.0,0.0,13000.0,0,0,0,True,False,False,1.0,0.7439041817589138,High Risk
2,2,2,1,0.4504696004326911,0.0,1,1.0,1.0,3000.0,8,1,3,True,False,False,0.0,0.16406822583325587,Low Risk
2,2,2,2,0.4754848367664985,1.0,0,1.0,1.0,9000.0,2,0,0,False,False,False,0.0,0.02929612709038624,Low Risk
2,0,1,0,0.5685774434782941,1.0,1,1.0,0.0,11000.0,0,0,0,False,False,False,0.0,0.3038769325088467,Medium Risk
1,1,0,2,0.5623970196789541,1.0,1,1.0,1.0,11000.0,0,0,2,True,False,False,0.0,0.08257087688419582,Low Risk
2,2,2,2,0.5369598510872825,0.0,0,0.0,0.0,14000.0,0,0,2,False,False,False,0.0,0.09541806697410657,Low Risk
2,1,0,3,0.4242643876306988,1.0,1,0.0,1.0,9000.0,1,0,0,False,False,False,1.0,0.18622327738122302,Low Risk
1,0,0,2,0.5606439846556083,1.0,0,0.0,1.0,10000.0,0,0,0,True,False,False,1.0,0.18294543781917524,Low Risk
0,0,0,1,0.1584752834539108,0.0,1,0.0,1.0,10000.0,0,0,0,False,False,True,1.0,0.9324735631553175,High Risk
2,0,2,2,0.4931692837662477,1.0,0,1.0,1.0,9000.0,0,0,0,True,False,True,1.0,0.2507124740674016,Low Risk
1,1,0,0,0.5817502371285453,1.0,1,0.0,1.0,14000.0,0,0,0,False,False,False,1.0,0.11396129718023987,Low Risk
3,3,0,2,0.7095147983810901,1.0,1,0.0,1.0,10000.0,11,1,1,True,False,False,0.0,0.045456613041901885,Low Risk
1,0,0,0,0.5269725998709889,1.0,1,1.0,0.0,9000.0,0,0,0,False,False,False,1.0,0.36775962818889957,Medium Risk
3,1,2,2,0.8230096283587163,1.0,1,0.0,1.0,12000.0,0,0,1,False,False,False,0.0,0.17771098037233363,Low Risk
1,1,2,2,0.7232450278094208,0.0,0,0.0,1.0,12000.0,0,1,1,True,False,False,0.0,0.19076496824685818,Low Risk
1,1,0,1,0.4273206157200901,0.0,1,0.0,1.0,13000.0,1,0,0,False,False,False,0.0,0.5734998747745399,Medium Risk
2,2,0,2,0.5250327586154788,1.0,1,1.0,1.0,10000.0,4,0,2,False,False,True,0.0,0.04437392157883582,Low Risk
1,1,0,3,0.5059182300320118,0.0,1,1.0,1.0,10000.0,2,1,0,True,False,False,0.0,0.6887264633950058,High Risk
2,1,0,0,0.5250327586154788,1.0,1,1.0,1.0,10000.0,3,1,1,True,False,True,0.0,0.14959257034131318,Low Risk
1,0,2,0,0.6533210896931927,1.0,0,1.0,1.0,12000.0,0,0,0,True,False,False,0.0,0.27437458436602724,Low Risk
2,2,1,1,0.2348220668046484,1.0,1,1.0,0.0,13000.0,0,1,2,True,True,False,0.0,0.15303967337899774,Low Risk
2,2,2,2,0.5902217017469229,1.0,1,1.0,1.0,8000.0,4,0,3,True,False,False,0.0,0.04125846645674403,Low Risk
2,1,2,2,0.5990789728864245,0.0,0,1.0,1.0,8000.0,1,0,1,True,False,False,0.0,0.18563780191069654,Low Risk
3,2,2,2,0.5274739804876885,1.0,0,1.0,1.0,9000.0,5,0,4,True,False,False,0.0,0.010101863803712927,Low Risk
1,1,0,0,0.5250327586154788,0.0,1,0.0,1.0,15000.0,2,0,0,True,False,False,1.0,0.6489060017190279,High Risk
3,0,0,2,0.629027313918201,1.0,0,0.0,1.0,12000.0,0,0,0,False,False,False,0.0,0.10279142734254668,Low Risk
0,0,1,1,0.3485104683249054,1.0,1,0.0,0.0,13000.0,0,0,0,False,False,False,1.0,0.6201054774259714,High Risk
0,0,2,3,0.3633869168282996,0.0,1,0.0,1.0,13000.0,0,0,0,False,False,False,1.0,0.82978075318942,High Risk
2,2,2,2,0.5250327586154788,1.0,0,1.0,1.0,9000.0,1,1,1,False,False,False,0.0,0.01977355435825473,Low Risk
1,1,0,2,0.6951160488766015,0.0,1,0.0,1.0,8000.0,3,0,3,True,False,False,1.0,0.42143529302479926,Medium Risk
0,0,0,3,0.4262030648137452,1.0,1,0.0,1.0,17000.0,0,0,0,True,False,False,1.0,0.7673128861750008,High Risk
3,3,0,2,0.5250327586154788,1.0,1,1.0,1.0,14000.0,0,0,0,False,False,False,0.0,0.09552531208495857,Low Risk
3,2,2,2,0.6491782329537904,1.0,1,0.0,1.0,15000.0,3,0,1,False,False,False,0.0,0.031902208882342166,Low Risk
1,1,0,1,0.5200147589908034,0.0,1,0.0,0.0,15000.0,2,0,1,False,False,False,0.0,0.46207141370977267,Medium Risk
0,0,2,0,0.60882895731083,1.0,0,0.0,0.0,14000.0,0,0,0,True,False,False,0.0,0.3517133961341618,Medium Risk
3,1,0,2,0.6553239523326291,0.0,1,0.0,1.0,8000.0,3,0,1,False,False,False,1.0,0.396755609743593,Medium Risk
2,2,0,0,0.4890520650328538,0.0,1,1.0,1.0,11000.0,0,0,1,False,False,False,0.0,0.08431200156079505,Low Risk
1,0,0,0,0.6273818133774601,0.0,0,0.0,0.0,12000.0,0,0,0,False,False,False,0.0,0.6772301547724061,High Risk
0,0,1,1,0.3191346657246941,0.0,0,0.0,0.0,11000.0,0,0,0,False,False,False,1.0,0.6377757238566805,High Risk
2,2,2,2,0.7419833551538102,1.0,0,1.0,1.0,12000.0,1,1,0,False,False,True,0.0,0.12297944335187204,Low Risk
2,2,0,3,0.5429181079423034,1.0,1,0.0,0.0,15000.0,1,1,0,False,False,False,0.0,0.0846039743072119,Low Risk
0,0,1,1,0.3098342435792501,1.0,1,0.0,1.0,11000.0,0,0,0,False,False,False,1.0,0.4791897589799268,Medium Risk
2,2,0,3,0.5250327586154788,0.0,1,0.0,1.0,12000.0,3,0,6,True,False,False,0.0,0.11655372980572039,Low Risk
2,2,0,3,0.5145739221806612,1.0,1,1.0,1.0,12000.0,3,0,1,True,True,False,0.0,0.05619137684225388,Low Risk
3,3,2,2,0.6801737707726987,1.0,0,0.0,1.0,9000.0,6,1,12,True,False,False,0.0,0.005120603620302593,Low Risk
0,0,0,0,0.5250327586154788,1.0,0,1.0,1.0,10000.0,0,0,0,False,False,False,0.0,0.2417003708646329,Low Risk
0,0,1,1,0.357690476762901,0.0,1,0.0,0.0,17000.0,0,0,0,False,False,False,1.0,0.9084175643890308,High Risk
0,0,0,0,0.528252123724409,1.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.7467155545666812,High Risk
1,1,1,3,0.4130576032882253,1.0,1,1.0,1.0,9000.0,0,0,1,False,False,False,0.0,0.06318489755506246,Low Risk
1,0,2,2,0.4801721956073917,1.0,1,0.0,0.0,14000.0,0,0,0,True,False,False,1.0,0.7620638236467759,High Risk
2,2,2,2,0.6107452144722096,0.0,1,1.0,1.0,10000.0,10,0,2,True,False,False,0.0,0.11953552367238035,Low Risk
2,2,0,3,0.492792355183104,0.0,1,1.0,1.0,11000.0,4,0,3,True,False,False,0.0,0.08596298129935356,Low Risk
0,0,1,3,0.3987767871796487,0.0,1,0.0,0.0,15000.0,0,0,0,False,True,False,1.0,0.9144856244816879,High Risk
2,2,2,2,0.6936100535519718,0.0,1,1.0,1.0,11000.0,0,0,1,False,True,False,0.0,0.060181279748328965,Low Risk
1,1,1,0,0.6955855054281478,1.0,0,0.0,1.0,15000.0,2,0,0,False,False,False,1.0,0.09061571759259104,Low Risk
2,1,2,2,0.4494294839841602,1.0,1,0.0,1.0,12000.0,3,1,2,True,False,False,1.0,0.19817776862083925,Low Risk
1,1,0,1,0.3801588643206439,0.0,0,0.0,0.0,17000.0,0,0,0,False,False,False,1.0,0.5166523846007053,Medium Risk
1,1,0,3,0.4042087080511602,0.0,1,0.0,1.0,12000.0,0,0,1,False,False,False,0.0,0.4992060979147137,Medium Risk
2,2,2,2,0.7258759547550023,1.0,1,1.0,1.0,10000.0,0,2,0,True,False,False,0.0,0.14797460563178405,Low Risk
2,0,0,1,0.2377429797670804,1.0,1,0.0,1.0,9000.0,0,0,0,True,False,False,1.0,0.7620303793318116,High Risk
2,2,2,2,0.6595263330733947,1.0,0,1.0,1.0,7000.0,2,0,0,False,False,False,0.0,0.02335657047677179,Low Risk
1,1,2,2,0.6836425134907735,0.0,0,0.0,1.0,8000.0,0,1,1,False,False,False,0.0,0.28618140846641454,Low Risk
0,0,1,1,0.4934823530904108,1.0,1,0.0,1.0,12000.0,0,0,0,False,False,False,1.0,0.5442273737311706,Medium Risk
2,2,2,2,0.4317491297289276,1.0,0,0.0,0.0,16000.0,0,0,1,False,False,False,0.0,0.0759414564579486,Low Risk
1,1,0,0,0.5449762448529542,0.0,1,1.0,0.0,12000.0,0,0,1,True,False,False,1.0,0.3568074588779748,Medium Risk
2,0,2,2,0.7582172161658914,1.0,0,1.0,0.0,12000.0,0,0,0,True,True,False,0.0,0.15333687080502992,Low Risk
1,1,2,0,0.5250327586154788,1.0,0,0.0,1.0,15000.0,3,0,1,True,False,False,0.0,0.09581994480984472,Low Risk
2,2,0,2,0.6514777105115379,1.0,1,0.0,1.0,12000.0,9,2,0,True,False,False,0.0,0.08655075517009805,Low Risk
0,0,0,3,0.5250327586154788,0.0,1,0.0,1.0,11000.0,0,0,0,True,False,False,1.0,0.9356543093641301,High Risk
2,2,1,2,0.6744237039305945,1.0,0,0.0,1.0,12000.0,2,0,3,False,True,False,0.0,0.014989932958374136,Low Risk
1,1,0,2,0.5705957708938973,1.0,1,1.0,0.0,12000.0,0,0,0,False,False,False,0.0,0.09799491226822551,Low Risk
1,1,1,1,0.4013773864396517,0.0,1,0.0,1.0,12000.0,1,0,3,False,True,False,0.0,0.5170198707375252,Medium Risk
2,2,2,2,0.4730207468491802,1.0,0,0.0,1.0,13000.0,3,0,3,True,False,False,0.0,0.021436597058132674,Low Risk
2,2,1,0,0.5870584176189222,1.0,1,0.0,1.0,10000.0,4,1,1,True,False,False,0.0,0.07935956643054133,Low Risk
2,2,0,2,0.5250327586154788,1.0,1,1.0,0.0,9000.0,10,0,3,True,False,False,0.0,0.10282372311782963,Low Risk
2,2,0,0,0.5380413060925483,1.0,0,1.0,1.0,11000.0,3,1,1,True,False,False,0.0,0.04203290229196676,Low Risk
1,1,2,2,0.8051424796194883,1.0,0,1.0,1.0,11000.0,2,0,0,False,False,False,0.0,0.047725877765659,Low Risk
2,1,0,3,0.3742583260822819,0.0,1,0.0,1.0,12000.0,1,1,1,True,False,False,0.0,0.5712292241258371,Medium Risk
2,0,2,2,0.6168247780300146,1.0,0,1.0,1.0,9000.0,0,0,0,False,False,False,0.0,0.09078848370793122,Low Risk
0,0,0,1,0.4493988790424355,0.0,1,0.0,0.0,17000.0,0,0,0,False,False,False,1.0,0.8815532424602452,High Risk
1,0,2,2,0.6379102144121085,1.0,1,1.0,1.0,10000.0,0,0,0,True,False,False,0.0,0.5785162893900561,Medium Risk
2,2,0,2,0.5250327586154788,1.0,0,1.0,1.0,14000.0,3,0,0,True,False,False,0.0,0.04750562297644767,Low Risk
2,2,2,2,0.6114806871138359,1.0,0,0.0,1.0,14000.0,1,1,1,True,False,False,1.0,0.023342033211470672,Low Risk
0,0,0,1,0.2143218397025281,1.0,1,0.0,0.0,15000.0,0,0,0,True,False,False,1.0,0.6947970342742926,High Risk
2,0,0,2,0.5889931124102499,1.0,1,1.0,0.0,12000.0,0,0,0,False,False,False,0.0,0.3521016745369145,Medium Risk
1,1,2,2,0.6119061158789385,1.0,0,0.0,1.0,11000.0,0,0,0,False,False,False,0.0,0.031250517644783656,Low Risk
1,1,2,0,0.6390800755821244,0.0,1,1.0,1.0,10000.0,0,0,0,False,False,False,0.0,0.4043313391349173,Medium Risk
3,3,2,2,0.5675263030815505,1.0,1,0.0,0.0,15000.0,4,0,2,True,False,False,0.0,0.0533707343778573,Low Risk
1,0,1,1,0.3086490182004943,0.0,1,0.0,1.0,14000.0,0,0,0,True,False,False,0.0,0.9349322913485715,High Risk
1,1,0,0,0.6599500775694354,0.0,0,0.0,1.0,10000.0,0,0,1,False,True,False,0.0,0.13980495593788775,Low Risk
0,0,0,1,0.5250327586154788,0.0,1,0.0,0.0,15000.0,0,0,0,False,False,False,1.0,0.797005353599534,High Risk
0,0,1,1,0.3482717006159108,0.0,1,1.0,1.0,8000.0,0,0,0,False,False,False,0.0,0.8476590465719537,High Risk
3,1,2,2,0.6484773433314615,1.0,1,1.0,1.0,8000.0,0,0,0,False,False,False,0.0,0.05574987915790745,Low Risk
3,1,0,2,0.633403473578646,1.0,0,1.0,1.0,9000.0,1,1,2,True,False,False,0.0,0.028851347333912196,Low Risk
0,0,0,1,0.5028991268615003,0.0,1,0.0,0.0,13000.0,0,0,0,False,True,False,1.0,0.8537017854578921,High Risk
